"","date","junctionName","time","primaryDownstreamJunctionSection/downStreamJunctionDestination","primaryDownstreamJunctionSection/upStreamJunctionDestination","primaryDownstreamJunctionSection/links/0/speedLimit","primaryDownstreamJunctionSection/avgSpeed","secondaryUpstreamJunctionSection/downStreamJunctionDestination","secondaryUpstreamJunctionSection/upStreamJunctionDestination","secondaryUpstreamJunctionSection/links/0/speedLimit","secondaryUpstreamJunctionSection/avgSpeed","primaryUpstreamJunctionSection/downStreamJunctionDestination","primaryUpstreamJunctionSection/upStreamJunctionDestination","primaryUpstreamJunctionSection/links/0/speedLimit","primaryUpstreamJunctionSection/avgSpeed","secondaryDownstreamJunctionSection/avgSpeed"
"2611",2022-04-17,"J17","18:30","Rugby","Coventry",70,68.80062,"Limited Access","Rugby",70,70,"Coventry","Northampton",70,69.13323,66.119095
"2612",2022-04-17,"J18","18:30","Birmingham","Rugby",70,70,"Rugby","Birmingham",70,70,"Rugby","Coventry",70,68.80062,70
"2613",2022-04-17,"J19","18:30","Lutterworth / Rugby","Birmingham",70,70,"Birmingham","Lutterworth / Rugby",70,68.802574,"Birmingham","Rugby",70,70,70
"2614",2022-04-17,"J20","18:30","Leicester","Lutterworth / Rugby",70,70,"Lutterworth / Rugby","Leicester",70,70,"Lutterworth / Rugby","Birmingham",70,70,68.802574
"2615",2022-04-17,"J21","18:30","Leicester","Leicester",70,70,"Leicester","Limited Access",70,67.91264,"Leicester","Lutterworth / Rugby",70,70,70
"2616",2022-04-17,"J21A","18:30","Coalville / Leicester","Leicester",70,70,"Limited Access","Leicester",70,70,"Leicester","Leicester",70,70,67.91264
"2617",2022-04-17,"J22","18:30","Loughborough","Coalville / Leicester",70,70,"Leicester","Loughborough",70,70,"Coalville / Leicester","Leicester",70,70,70
"2618",2022-04-17,"J23","18:30","Nottingham / East Mids Airport","Loughborough",70,70,"Loughborough","Birmingham",70,70,"Loughborough","Coalville / Leicester",70,70,70
"2619",2022-04-17,"J23A","18:30","Derby","Nottingham / East Mids Airport",70,70,"Birmingham","East Mids Airport / Loughborough",70,68.51075,"Nottingham / East Mids Airport","Loughborough",70,70,70
"2620",2022-04-17,"J24","18:30","Derby","Derby",70,70,"East Mids Airport / Loughborough","East Mids Airport / Loughborough",70,70,"Derby","Nottingham / East Mids Airport",70,70,68.51075
"2621",2022-04-17,"J24A","18:30","Nottingham / Derby","Derby",70,68.85571,"East Mids Airport / Loughborough","Nottingham / Derby",70,70,"Derby","Derby",70,70,70
"2622",2022-04-17,"J25","18:30","Nottingham","Nottingham / Derby",70,70,"Nottingham / Derby","Nottingham",70,70,"Nottingham / Derby","Derby",70,68.85571,70
"2623",2022-04-17,"J26","18:30","Mansfield","Nottingham",70,70,"Nottingham","Nottingham / Langley Mill",70,70,"Nottingham","Nottingham / Derby",70,70,70
"2624",2022-04-17,"J27","18:30","Mansfield","Mansfield",70,67.72946,"Nottingham / Langley Mill","Mansfield",70,70,"Mansfield","Nottingham",70,70,70
"2625",2022-04-17,"J28","18:30","Chesterfield / Mansfield","Mansfield",70,68.42439,"Mansfield","Mansfield / Chesterfield",70,69.98918,"Mansfield","Mansfield",70,67.72946,70
"2626",2022-04-17,"J29","18:30","Chesterfield (E) / Bolsover","Chesterfield / Mansfield",70,70,"Mansfield / Chesterfield","Chesterfield (E) / Bolsover",70,70,"Chesterfield / Mansfield","Mansfield",70,68.42439,69.98918
"2627",2022-04-17,"J29A","18:30","Sheffield","Chesterfield (E) / Bolsover",70,70,"Chesterfield (E) / Bolsover","Worksop",70,66.63647,"Chesterfield (E) / Bolsover","Chesterfield / Mansfield",70,70,70
"2628",2022-04-17,"J30","18:30","Sheffield","Sheffield",70,70,"Worksop","Worksop",70,67.03255,"Sheffield","Chesterfield (E) / Bolsover",70,70,66.63647
"2629",2022-04-17,"J31","18:30","Doncaster","Sheffield",70,69.3602,"Worksop","Sheffield",70,70,"Sheffield","Sheffield",70,70,67.03255
"2630",2022-04-17,"J32","18:30","Sheffield Airport / Rotherham","Doncaster",70,63.386696,"Sheffield","Rotherham",70,66.88464,"Doncaster","Sheffield",70,69.3602,70
"2631",2022-04-17,"J33","18:30","Sheffield / Rotherham","Sheffield Airport / Rotherham",70,62.47261,"Rotherham","Sheffield / Rotherham",70,61.514236,"Sheffield Airport / Rotherham","Doncaster",70,63.386696,66.88464
"2632",2022-04-17,"J34","18:30","Sheffield / Rotherham","Sheffield / Rotherham",70,68.6961,"Sheffield / Rotherham","Sheffield / Rotherham",70,63.234173,"Sheffield / Rotherham","Sheffield Airport / Rotherham",70,62.47261,61.514236
"2633",2022-04-17,"J35","18:30","Chapeltown","Sheffield / Rotherham",70,67.72946,"Sheffield / Rotherham","Limited Access",70,67.33945,"Sheffield / Rotherham","Sheffield / Rotherham",70,68.6961,63.234173
"2634",2022-04-17,"J35A","18:30","Barnsley","Chapeltown",70,70,"Limited Access","Hoyland",70,67.72946,"Chapeltown","Sheffield / Rotherham",70,67.72946,67.33945
"2635",2022-04-17,"J36","18:30","Barnsley","Barnsley",70,70,"Hoyland","Barnsley",70,69.754944,"Barnsley","Chapeltown",70,70,67.72946
"2636",2022-04-17,"J37","18:30","Huddersfield","Barnsley",70,70,"Barnsley","Barnsley",70,69.87007,"Barnsley","Barnsley",70,70,69.754944
"2637",2022-04-17,"J38","18:30","Wakefield","Huddersfield",70,70,"Barnsley","Wakefield",70,68.16357,"Huddersfield","Barnsley",70,70,69.87007
"2638",2022-04-17,"J39","18:30","Dewsbury / Wakefield","Wakefield",70,70,"Wakefield","Wakefield / Dewsbury",70,66.7825,"Wakefield","Huddersfield",70,70,68.16357
"2639",2022-04-17,"J40","18:30","Wakefield","Dewsbury / Wakefield",70,70,"Wakefield / Dewsbury","Wakefield / Morley",70,68.769035,"Dewsbury / Wakefield","Wakefield",70,70,66.7825
"2640",2022-04-17,"J41","18:30","Manchester / Hull","Wakefield",70,69.74979,"Wakefield / Morley","Manchester / Hull",70,66.975235,"Wakefield","Dewsbury / Wakefield",70,70,68.769035
"2641",2022-04-17,"J42","18:30","Leeds","Manchester / Hull",70,68.07242,"Manchester / Hull","Limited Access",70,66.58349,"Manchester / Hull","Wakefield",70,69.74979,66.975235
"2642",2022-04-17,"J43|44","18:30","Limited Access","Leeds",70,68.9722,"Limited Access","Limited Access",70,70,"Leeds","Manchester / Hull",70,68.07242,66.58349
"2643",2022-04-17,"J45","18:30","Leeds","Limited Access",70,68.9722,"Limited Access","Leeds / Garforth",70,70,"Limited Access","Leeds",70,68.9722,70
"2644",2022-04-17,"J46","18:30","Garforth / A1(M) Interchange","Leeds",70,70,"Leeds / Garforth","Garforth / A1(M) Interchange",70,70,"Leeds","Limited Access",70,68.9722,70
"2645",2022-04-17,"J47","18:30","A1 (M) Interchange","Garforth / A1(M) Interchange",70,70,"Garforth / A1(M) Interchange","A1 (M) Interchange",70,70,"Garforth / A1(M) Interchange","Leeds",70,70,70
"2646",2022-04-17,"J48","18:30",NA,NA,NA,NA,NA,NA,NA,NA,"A1 (M) Interchange","Garforth / A1(M) Interchange",70,70,70
"2647",2022-04-11,"J1","01:30","Limited Access","Brent Cross",70,70,"Brent Cross","Mill Hill",70,58.791622,NA,NA,NA,NA,NA
"2648",2022-04-11,"J2","01:30","Limited Access","Limited Access",70,59.66915,"Mill Hill","Edgware",70,57.662006,"Limited Access","Brent Cross",70,70,58.791622
"2649",2022-04-11,"J4","01:30","Watford","Limited Access",70,60.680683,"Edgware","Watford",70,67.26207,"Limited Access","Limited Access",70,59.66915,57.662006
"2650",2022-04-11,"J5","01:30","St Albans","Watford",70,64.590355,"Watford","St Albans",70,70,"Watford","Limited Access",70,60.680683,67.26207
"2651",2022-04-11,"J6","01:30","Limited Access","St Albans",70,64.001236,"St Albans","Heathrow",70,70,"St Albans","Watford",70,64.590355,70
"2652",2022-04-11,"J6A","01:30","Limited Access","Limited Access",70,57.41014,"Heathrow","Hemel Hempstead",70,64.622604,"Limited Access","St Albans",70,64.001236,70
"2653",2022-04-11,"J7","01:30","Hemel Hempstead","Limited Access",50,61.928413,"Hemel Hempstead","Hemel Hempstead",50,58.137196,"Limited Access","Limited Access",70,57.41014,64.622604
"2654",2022-04-11,"J8","01:30","Dunstable","Hemel Hempstead",70,56.394787,"Hemel Hempstead","Harpenden",70,56.715645,"Hemel Hempstead","Limited Access",50,61.928413,58.137196
"2655",2022-04-11,"J9","01:30","Luton Airport","Dunstable",70,60.09039,"Harpenden","Luton Airport",70,58.286274,"Dunstable","Hemel Hempstead",70,56.394787,56.715645
"2656",2022-04-11,"J10","01:30","Luton","Luton Airport",70,61.266605,"Luton Airport","Luton",70,48.07693,"Luton Airport","Dunstable",70,60.09039,58.286274
"2657",2022-04-11,"J11","01:30","Dunstable","Luton",70,51.44648,"Luton","Dunstable",70,39.251495,"Luton","Luton Airport",70,61.266605,48.07693
"2658",2022-04-11,"J11A","01:30","Flitwick","Dunstable",70,62.12636,"Dunstable","Flitwick",70,51.054916,"Dunstable","Luton",70,51.44648,39.251495
"2659",2022-04-11,"J12","01:30","Milton Keynes","Flitwick",70,66.37296,"Flitwick","Bedford",70,58.3727,"Flitwick","Dunstable",70,62.12636,51.054916
"2660",2022-04-11,"J13","01:30","Milton Keynes","Milton Keynes",70,51.704136,"Bedford","Milton Keynes",70,63.225864,"Milton Keynes","Flitwick",70,66.37296,58.3727
"2661",2022-04-11,"J14","01:30","Northampton","Milton Keynes",70,2.0184119,"Milton Keynes","Northampton",70,53.350628,"Milton Keynes","Milton Keynes",70,51.704136,63.225864
"2662",2022-04-11,"J15","01:30","Northampton","Northampton",70,59.60574,"Northampton","Northampton",70,49.04763,"Northampton","Milton Keynes",70,2.0184119,53.350628
"2663",2022-04-11,"J15A","01:30","Northampton","Northampton",70,53.32667,"Northampton","Northampton",70,56.30177,"Northampton","Northampton",70,59.60574,49.04763
"2664",2022-04-11,"J16","01:30","Coventry","Northampton",70,57.474518,"Northampton","Limited Access",70,65.67315,"Northampton","Northampton",70,53.32667,56.30177
"2665",2022-04-11,"J17","01:30","Rugby","Coventry",70,65.69376,"Limited Access","Rugby",70,66.48672,"Coventry","Northampton",70,57.474518,65.67315
"2666",2022-04-11,"J18","01:30","Birmingham","Rugby",70,65.9813,"Rugby","Birmingham",70,68.21746,"Rugby","Coventry",70,65.69376,66.48672
"2667",2022-04-11,"J19","01:30","Lutterworth / Rugby","Birmingham",70,66.5965,"Birmingham","Lutterworth / Rugby",70,68.50141,"Birmingham","Rugby",70,65.9813,68.21746
"2668",2022-04-11,"J20","01:30","Leicester","Lutterworth / Rugby",70,59.99914,"Lutterworth / Rugby","Leicester",70,58.433548,"Lutterworth / Rugby","Birmingham",70,66.5965,68.50141
"2669",2022-04-11,"J21","01:30","Leicester","Leicester",70,58.115253,"Leicester","Limited Access",70,66.85821,"Leicester","Lutterworth / Rugby",70,59.99914,58.433548
"2670",2022-04-11,"J21A","01:30","Coalville / Leicester","Leicester",70,61.865585,"Limited Access","Leicester",70,64.622604,"Leicester","Leicester",70,58.115253,66.85821
"2671",2022-04-11,"J22","01:30","Loughborough","Coalville / Leicester",70,70,"Leicester","Loughborough",70,68.93693,"Coalville / Leicester","Leicester",70,61.865585,64.622604
"2672",2022-04-11,"J23","01:30","Nottingham / East Mids Airport","Loughborough",70,68.08218,"Loughborough","Birmingham",70,0,"Loughborough","Coalville / Leicester",70,70,68.93693
"2673",2022-04-11,"J23A","01:30","Derby","Nottingham / East Mids Airport",70,47.382393,"Birmingham","East Mids Airport / Loughborough",70,34.89012,"Nottingham / East Mids Airport","Loughborough",70,68.08218,0
"2674",2022-04-11,"J24","01:30","Derby","Derby",70,60.273003,"East Mids Airport / Loughborough","East Mids Airport / Loughborough",70,65.53959,"Derby","Nottingham / East Mids Airport",70,47.382393,34.89012
"2675",2022-04-11,"J24A","01:30","Nottingham / Derby","Derby",70,66.630974,"East Mids Airport / Loughborough","Nottingham / Derby",70,66.48672,"Derby","Derby",70,60.273003,65.53959
"2676",2022-04-11,"J25","01:30","Nottingham","Nottingham / Derby",70,60.902885,"Nottingham / Derby","Nottingham",70,69.15587,"Nottingham / Derby","Derby",70,66.630974,66.48672
"2677",2022-04-11,"J26","01:30","Mansfield","Nottingham",70,60.956696,"Nottingham","Nottingham / Langley Mill",70,70,"Nottingham","Nottingham / Derby",70,60.902885,69.15587
"2678",2022-04-11,"J27","01:30","Mansfield","Mansfield",70,66.9673,"Nottingham / Langley Mill","Mansfield",70,67.00258,"Mansfield","Nottingham",70,60.956696,70
"2679",2022-04-11,"J28","01:30","Chesterfield / Mansfield","Mansfield",70,69.115204,"Mansfield","Mansfield / Chesterfield",70,66.3758,"Mansfield","Mansfield",70,66.9673,67.00258
"2680",2022-04-11,"J29","01:30","Chesterfield (E) / Bolsover","Chesterfield / Mansfield",70,68.9722,"Mansfield / Chesterfield","Chesterfield (E) / Bolsover",70,60.17931,"Chesterfield / Mansfield","Mansfield",70,69.115204,66.3758
"2681",2022-04-11,"J29A","01:30","Sheffield","Chesterfield (E) / Bolsover",70,57.884903,"Chesterfield (E) / Bolsover","Worksop",70,59.722206,"Chesterfield (E) / Bolsover","Chesterfield / Mansfield",70,68.9722,60.17931
"2682",2022-04-11,"J30","01:30","Sheffield","Sheffield",70,56.321068,"Worksop","Worksop",70,55.65099,"Sheffield","Chesterfield (E) / Bolsover",70,57.884903,59.722206
"2683",2022-04-11,"J31","01:30","Doncaster","Sheffield",70,64.04209,"Worksop","Sheffield",70,51.869835,"Sheffield","Sheffield",70,56.321068,55.65099
"2684",2022-04-11,"J32","01:30","Sheffield Airport / Rotherham","Doncaster",70,68.90012,"Sheffield","Rotherham",70,50.104862,"Doncaster","Sheffield",70,64.04209,51.869835
"2685",2022-04-11,"J33","01:30","Sheffield / Rotherham","Sheffield Airport / Rotherham",70,47.865406,"Rotherham","Sheffield / Rotherham",70,46.601326,"Sheffield Airport / Rotherham","Doncaster",70,68.90012,50.104862
"2686",2022-04-11,"J34","01:30","Sheffield / Rotherham","Sheffield / Rotherham",70,54.956768,"Sheffield / Rotherham","Sheffield / Rotherham",70,63.624134,"Sheffield / Rotherham","Sheffield Airport / Rotherham",70,47.865406,46.601326
"2687",2022-04-11,"J35","01:30","Chapeltown","Sheffield / Rotherham",70,64.001236,"Sheffield / Rotherham","Limited Access",70,55.99611,"Sheffield / Rotherham","Sheffield / Rotherham",70,54.956768,63.624134
"2688",2022-04-11,"J35A","01:30","Barnsley","Chapeltown",70,69.42541,"Limited Access","Hoyland",70,65.86535,"Chapeltown","Sheffield / Rotherham",70,64.001236,55.99611
"2689",2022-04-11,"J36","01:30","Barnsley","Barnsley",70,70,"Hoyland","Barnsley",70,69.512886,"Barnsley","Chapeltown",70,69.42541,65.86535
"2690",2022-04-11,"J37","01:30","Huddersfield","Barnsley",70,70,"Barnsley","Barnsley",70,70,"Barnsley","Barnsley",70,70,69.512886
"2691",2022-04-11,"J38","01:30","Wakefield","Huddersfield",70,70,"Barnsley","Wakefield",70,68.35896,"Huddersfield","Barnsley",70,70,70
"2692",2022-04-11,"J39","01:30","Dewsbury / Wakefield","Wakefield",70,69.09647,"Wakefield","Wakefield / Dewsbury",70,66.8123,"Wakefield","Huddersfield",70,70,68.35896
"2693",2022-04-11,"J40","01:30","Wakefield","Dewsbury / Wakefield",70,63.202045,"Wakefield / Dewsbury","Wakefield / Morley",70,68.42646,"Dewsbury / Wakefield","Wakefield",70,69.09647,66.8123
"2694",2022-04-11,"J41","01:30","Manchester / Hull","Wakefield",70,61.011543,"Wakefield / Morley","Manchester / Hull",70,67.108086,"Wakefield","Dewsbury / Wakefield",70,63.202045,68.42646
"2695",2022-04-11,"J42","01:30","Leeds","Manchester / Hull",70,70,"Manchester / Hull","Limited Access",70,64.981674,"Manchester / Hull","Wakefield",70,61.011543,67.108086
"2696",2022-04-11,"J43|44","01:30","Limited Access","Leeds",70,69.88296,"Limited Access","Limited Access",70,58.436928,"Leeds","Manchester / Hull",70,70,64.981674
"2697",2022-04-11,"J45","01:30","Leeds","Limited Access",70,68.35083,"Limited Access","Leeds / Garforth",70,64.01786,"Limited Access","Leeds",70,69.88296,58.436928
"2698",2022-04-11,"J46","01:30","Garforth / A1(M) Interchange","Leeds",70,62.401917,"Leeds / Garforth","Garforth / A1(M) Interchange",70,65.654945,"Leeds","Limited Access",70,68.35083,64.01786
"2699",2022-04-11,"J47","01:30","A1 (M) Interchange","Garforth / A1(M) Interchange",70,68.9722,"Garforth / A1(M) Interchange","A1 (M) Interchange",70,62.85884,"Garforth / A1(M) Interchange","Leeds",70,62.401917,65.654945
"2700",2022-04-11,"J48","01:30",NA,NA,NA,NA,NA,NA,NA,NA,"A1 (M) Interchange","Garforth / A1(M) Interchange",70,68.9722,62.85884
"2701",2022-04-12,"J1","01:30","Limited Access","Brent Cross",70,59.030262,"Brent Cross","Mill Hill",70,56.68886,NA,NA,NA,NA,NA
"2702",2022-04-12,"J2","01:30","Limited Access","Limited Access",70,61.604885,"Mill Hill","Edgware",70,68.28529,"Limited Access","Brent Cross",70,59.030262,56.68886
"2703",2022-04-12,"J4","01:30","Watford","Limited Access",70,70,"Edgware","Watford",70,63.25011,"Limited Access","Limited Access",70,61.604885,68.28529
"2704",2022-04-12,"J5","01:30","St Albans","Watford",70,69.36782,"Watford","St Albans",70,70,"Watford","Limited Access",70,70,63.25011
"2705",2022-04-12,"J6","01:30","Limited Access","St Albans",70,69.593575,"St Albans","Heathrow",70,70,"St Albans","Watford",70,69.36782,70
"2706",2022-04-12,"J6A","01:30","Limited Access","Limited Access",70,62.70319,"Heathrow","Hemel Hempstead",70,67.72946,"Limited Access","St Albans",70,69.593575,70
"2707",2022-04-12,"J7","01:30","Hemel Hempstead","Limited Access",50,57.9986,"Hemel Hempstead","Hemel Hempstead",50,50.830254,"Limited Access","Limited Access",70,62.70319,67.72946
"2708",2022-04-12,"J8","01:30","Dunstable","Hemel Hempstead",70,61.65047,"Hemel Hempstead","Harpenden",70,65.1295,"Hemel Hempstead","Limited Access",50,57.9986,50.830254
"2709",2022-04-12,"J9","01:30","Luton Airport","Dunstable",70,63.519585,"Harpenden","Luton Airport",70,64.683914,"Dunstable","Hemel Hempstead",70,61.65047,65.1295
"2710",2022-04-12,"J10","01:30","Luton","Luton Airport",70,66.23758,"Luton Airport","Luton",70,58.331776,"Luton Airport","Dunstable",70,63.519585,64.683914
"2711",2022-04-12,"J11","01:30","Dunstable","Luton",70,66.52407,"Luton","Dunstable",70,63.6859,"Luton","Luton Airport",70,66.23758,58.331776
"2712",2022-04-12,"J11A","01:30","Flitwick","Dunstable",70,68.85425,"Dunstable","Flitwick",70,59.496174,"Dunstable","Luton",70,66.52407,63.6859
"2713",2022-04-12,"J12","01:30","Milton Keynes","Flitwick",70,66.25921,"Flitwick","Bedford",70,59.543056,"Flitwick","Dunstable",70,68.85425,59.496174
"2714",2022-04-12,"J13","01:30","Milton Keynes","Milton Keynes",70,65.66986,"Bedford","Milton Keynes",70,7.6997256,"Milton Keynes","Flitwick",70,66.25921,59.543056
"2715",2022-04-12,"J14","01:30","Northampton","Milton Keynes",70,30.513657,"Milton Keynes","Northampton",70,51.832165,"Milton Keynes","Milton Keynes",70,65.66986,7.6997256
"2716",2022-04-12,"J15","01:30","Northampton","Northampton",70,55.141045,"Northampton","Northampton",70,46.441628,"Northampton","Milton Keynes",70,30.513657,51.832165
"2717",2022-04-12,"J15A","01:30","Northampton","Northampton",70,57.499905,"Northampton","Northampton",70,18.283993,"Northampton","Northampton",70,55.141045,46.441628
"2718",2022-04-12,"J16","01:30","Coventry","Northampton",70,68.208015,"Northampton","Limited Access",70,57.63168,"Northampton","Northampton",70,57.499905,18.283993
"2719",2022-04-12,"J17","01:30","Rugby","Coventry",70,63.766323,"Limited Access","Rugby",70,59.030262,"Coventry","Northampton",70,68.208015,57.63168
"2720",2022-04-12,"J18","01:30","Birmingham","Rugby",70,58.699078,"Rugby","Birmingham",70,62.516903,"Rugby","Coventry",70,63.766323,59.030262
"2721",2022-04-12,"J19","01:30","Lutterworth / Rugby","Birmingham",70,68.27838,"Birmingham","Lutterworth / Rugby",70,70,"Birmingham","Rugby",70,58.699078,62.516903
"2722",2022-04-12,"J20","01:30","Leicester","Lutterworth / Rugby",70,70,"Lutterworth / Rugby","Leicester",70,59.33789,"Lutterworth / Rugby","Birmingham",70,68.27838,70
"2723",2022-04-12,"J21","01:30","Leicester","Leicester",70,64.39919,"Leicester","Limited Access",70,60.487843,"Leicester","Lutterworth / Rugby",70,70,59.33789
"2724",2022-04-12,"J21A","01:30","Coalville / Leicester","Leicester",70,55.54987,"Limited Access","Leicester",70,60.894375,"Leicester","Leicester",70,64.39919,60.487843
"2725",2022-04-12,"J22","01:30","Loughborough","Coalville / Leicester",70,52.614048,"Leicester","Loughborough",70,62.213108,"Coalville / Leicester","Leicester",70,55.54987,60.894375
"2726",2022-04-12,"J23","01:30","Nottingham / East Mids Airport","Loughborough",70,51.747913,"Loughborough","Birmingham",70,6.64752,"Loughborough","Coalville / Leicester",70,52.614048,62.213108
"2727",2022-04-12,"J23A","01:30","Derby","Nottingham / East Mids Airport",70,38.3223,"Birmingham","East Mids Airport / Loughborough",70,43.780827,"Nottingham / East Mids Airport","Loughborough",70,51.747913,6.64752
"2728",2022-04-12,"J24","01:30","Derby","Derby",70,64.622604,"East Mids Airport / Loughborough","East Mids Airport / Loughborough",70,62.2117,"Derby","Nottingham / East Mids Airport",70,38.3223,43.780827
"2729",2022-04-12,"J24A","01:30","Nottingham / Derby","Derby",70,67.180214,"East Mids Airport / Loughborough","Nottingham / Derby",70,67.108086,"Derby","Derby",70,64.622604,62.2117
"2730",2022-04-12,"J25","01:30","Nottingham","Nottingham / Derby",70,60.908043,"Nottingham / Derby","Nottingham",70,67.34683,"Nottingham / Derby","Derby",70,67.180214,67.108086
"2731",2022-04-12,"J26","01:30","Mansfield","Nottingham",70,69.78055,"Nottingham","Nottingham / Langley Mill",70,68.062416,"Nottingham","Nottingham / Derby",70,60.908043,67.34683
"2732",2022-04-12,"J27","01:30","Mansfield","Mansfield",70,70,"Nottingham / Langley Mill","Mansfield",70,60.069,"Mansfield","Nottingham",70,69.78055,68.062416
"2733",2022-04-12,"J28","01:30","Chesterfield / Mansfield","Mansfield",70,62.91517,"Mansfield","Mansfield / Chesterfield",70,61.09367,"Mansfield","Mansfield",70,70,60.069
"2734",2022-04-12,"J29","01:30","Chesterfield (E) / Bolsover","Chesterfield / Mansfield",70,57.21957,"Mansfield / Chesterfield","Chesterfield (E) / Bolsover",70,67.28858,"Chesterfield / Mansfield","Mansfield",70,62.91517,61.09367
"2735",2022-04-12,"J29A","01:30","Sheffield","Chesterfield (E) / Bolsover",70,55.857563,"Chesterfield (E) / Bolsover","Worksop",70,70,"Chesterfield (E) / Bolsover","Chesterfield / Mansfield",70,57.21957,67.28858
"2736",2022-04-12,"J30","01:30","Sheffield","Sheffield",70,66.51323,"Worksop","Worksop",70,68.239395,"Sheffield","Chesterfield (E) / Bolsover",70,55.857563,70
"2737",2022-04-12,"J31","01:30","Doncaster","Sheffield",70,70,"Worksop","Sheffield",70,64.05724,"Sheffield","Sheffield",70,66.51323,68.239395
"2738",2022-04-12,"J32","01:30","Sheffield Airport / Rotherham","Doncaster",70,61.67357,"Sheffield","Rotherham",70,64.33916,"Doncaster","Sheffield",70,70,64.05724
"2739",2022-04-12,"J33","01:30","Sheffield / Rotherham","Sheffield Airport / Rotherham",70,49.423473,"Rotherham","Sheffield / Rotherham",70,59.402477,"Sheffield Airport / Rotherham","Doncaster",70,61.67357,64.33916
"2740",2022-04-12,"J34","01:30","Sheffield / Rotherham","Sheffield / Rotherham",70,55.92313,"Sheffield / Rotherham","Sheffield / Rotherham",70,61.76002,"Sheffield / Rotherham","Sheffield Airport / Rotherham",70,49.423473,59.402477
"2741",2022-04-12,"J35","01:30","Chapeltown","Sheffield / Rotherham",70,62.13712,"Sheffield / Rotherham","Limited Access",70,64.79451,"Sheffield / Rotherham","Sheffield / Rotherham",70,55.92313,61.76002
"2742",2022-04-12,"J35A","01:30","Barnsley","Chapeltown",70,66.150375,"Limited Access","Hoyland",70,67.72946,"Chapeltown","Sheffield / Rotherham",70,62.13712,64.79451
"2743",2022-04-12,"J36","01:30","Barnsley","Barnsley",70,65.65807,"Hoyland","Barnsley",70,69.13357,"Barnsley","Chapeltown",70,66.150375,67.72946
"2744",2022-04-12,"J37","01:30","Huddersfield","Barnsley",70,70,"Barnsley","Barnsley",70,69.66344,"Barnsley","Barnsley",70,65.65807,69.13357
"2745",2022-04-12,"J38","01:30","Wakefield","Huddersfield",70,70,"Barnsley","Wakefield",70,68.13366,"Huddersfield","Barnsley",70,70,69.66344
"2746",2022-04-12,"J39","01:30","Dewsbury / Wakefield","Wakefield",70,66.859535,"Wakefield","Wakefield / Dewsbury",70,68.52852,"Wakefield","Huddersfield",70,70,68.13366
"2747",2022-04-12,"J40","01:30","Wakefield","Dewsbury / Wakefield",70,69.23127,"Wakefield / Dewsbury","Wakefield / Morley",70,67.39874,"Dewsbury / Wakefield","Wakefield",70,66.859535,68.52852
"2748",2022-04-12,"J41","01:30","Manchester / Hull","Wakefield",70,61.26364,"Wakefield / Morley","Manchester / Hull",70,61.76001,"Wakefield","Dewsbury / Wakefield",70,69.23127,67.39874
"2749",2022-04-12,"J42","01:30","Leeds","Manchester / Hull",70,69.260635,"Manchester / Hull","Limited Access",70,39.138912,"Manchester / Hull","Wakefield",70,61.26364,61.76001
"2750",2022-04-12,"J43|44","01:30","Limited Access","Leeds",70,70,"Limited Access","Limited Access",70,34.25147,"Leeds","Manchester / Hull",70,69.260635,39.138912
"2751",2022-04-12,"J45","01:30","Leeds","Limited Access",70,68.9722,"Limited Access","Leeds / Garforth",70,66.31059,"Limited Access","Leeds",70,70,34.25147
"2752",2022-04-12,"J46","01:30","Garforth / A1(M) Interchange","Leeds",70,68.09844,"Leeds / Garforth","Garforth / A1(M) Interchange",70,68.55842,"Leeds","Limited Access",70,68.9722,66.31059
"2753",2022-04-12,"J47","01:30","A1 (M) Interchange","Garforth / A1(M) Interchange",70,62.75849,"Garforth / A1(M) Interchange","A1 (M) Interchange",70,70,"Garforth / A1(M) Interchange","Leeds",70,68.09844,68.55842
"2754",2022-04-12,"J48","01:30",NA,NA,NA,NA,NA,NA,NA,NA,"A1 (M) Interchange","Garforth / A1(M) Interchange",70,62.75849,70
"2755",2022-04-13,"J1","01:30","Limited Access","Brent Cross",70,68.9722,"Brent Cross","Mill Hill",70,56.210583,NA,NA,NA,NA,NA
"2756",2022-04-13,"J2","01:30","Limited Access","Limited Access",70,67.02891,"Mill Hill","Edgware",70,61.35127,"Limited Access","Brent Cross",70,68.9722,56.210583
"2757",2022-04-13,"J4","01:30","Watford","Limited Access",70,64.63449,"Edgware","Watford",70,63.38768,"Limited Access","Limited Access",70,67.02891,61.35127
"2758",2022-04-13,"J5","01:30","St Albans","Watford",70,68.18958,"Watford","St Albans",70,68.22502,"Watford","Limited Access",70,64.63449,63.38768
"2759",2022-04-13,"J6","01:30","Limited Access","St Albans",70,60.894375,"St Albans","Heathrow",70,57.056267,"St Albans","Watford",70,68.18958,68.22502
"2760",2022-04-13,"J6A","01:30","Limited Access","Limited Access",70,62.20219,"Heathrow","Hemel Hempstead",70,60.89438,"Limited Access","St Albans",70,60.894375,57.056267
"2761",2022-04-13,"J7","01:30","Hemel Hempstead","Limited Access",50,56.75585,"Hemel Hempstead","Hemel Hempstead",50,43.540195,"Limited Access","Limited Access",70,62.20219,60.89438
"2762",2022-04-13,"J8","01:30","Dunstable","Hemel Hempstead",70,65.434326,"Hemel Hempstead","Harpenden",70,64.35436,"Hemel Hempstead","Limited Access",50,56.75585,43.540195
